P_cname,data_type,p_affliation,p_description,p_eduction,p_gender,p_id,p_image,p_interest,p_languages,p_location,p_name,p_profession,p_specialties,s_add_post,s_add_state,s_add_street,s_add_suburb,s_address,s_afterhours,s_bulkbilled,s_clinic_name,s_description,s_id,s_mobile,s_opening_hours,s_phone,s_specialties,s_website
,Practitioner,,,,Female,41468,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"192A Flinders Street, Yokine, WA 6060", Margaret Liu,Female Practitioner,Chinese Medicine,6060,WA,192A Flinders Street,Yokine,192A Flinders Street,,,Margaret Liu Chinese Herbal Clinic,,47403,0402 485 852,"<dl>
                        <dt>Monday:</dt>
                <dd>10:00am - 08:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>10:00am - 08:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>10:00am - 08:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>10:00am - 08:00pm</dd>
                                <dt>Friday:</dt>
                <dd>10:00am - 08:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">10:00am - 08:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>10:00am - 08:00pm</dd>
                                <dt>Public Holidays:</dt>
                <dd>10:00am - 08:00pm</dd>
                                <div></div>
        </dl>",,,
,Practitioner,,,,Female,40821,https://healthengine.imgix.net/photos/doctors/doc40821.png?auto=compress&ixlib=php-2.1.0&or=0,"Acupuncture, Anxiety, Breastfeeding Issues, Chinese Herbal Medicine, Chinese Medicine, Depression, Fatigue, General Health & Wellbeing, Insomnia, Massage, Pain, Post-Natal Depression, Weight Loss, Women's Health",,"Suite 4 / 162 Wanneroo Road, Yokine, WA 6060", Kelly Kuang,Female Practitioner,"Acupuncture, Chinese Medicine",6060,WA,Suite 4 / 162 Wanneroo Road,Yokine,Suite 4 / 162 Wanneroo Road,,,Ping Ming Health Yokine,,33357,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 06:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Public Holidays:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <div></div>
        </dl>",(08) 9345 2668,,
,Practitioner,,,,Female,43559,https://healthengine.imgix.net/photos/doctors/doc43559.png?auto=compress&ixlib=php-2.1.0&or=0,"Acupuncture, Chinese Herbal Medicine, Chinese Medicine, Digestive Conditions, General Health & Wellbeing, Post Traumatic Stress Disorder (PTSD), Respiratory Problem, Skin Treatment, Women's Health",,"Unit 7 / 4 Bergen Way, Mindarie, WA 6030", Lydia Kowaleff,Female Practitioner,"Acupuncture, Chinese Medicine",6030,WA,Unit 7 / 4 Bergen Way,Mindarie,Unit 7 / 4 Bergen Way,,,The Healing Rooms,,48325,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:00am - 05:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:00am - 05:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 05:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:00am - 07:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">10:00am - 01:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(08) 9305 9933,,
,Practitioner,,,,Female,36852,https://healthengine.imgix.net/photos/doctors/doc36852.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Acupuncture, Back Pain, Chinese Herbal Medicine, Digestive Conditions, Facial Rejuvenation, Neck Pain",,"1 Arundel St, Glebe, NSW 2037",Ms Winnie Lai,Female Practitioner,Chinese Medicine,2037,NSW,1 Arundel St,Glebe,1 Arundel St,,,Oriental Health and Wellbeing,,40553,,,0417 263 544,,
,Practitioner,,,,Female,40719,https://healthengine.imgix.net/photos/doctors/doc40719.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Acupuncture, Chinese Medicine, Massage Therapy, Musculoskeletal Injury, Stress Management",,"1199 High Street, Armadale, VIC 3143", Brianna Kent,Female Practitioner,Chinese Medicine,3143,VIC,1199 High Street,Armadale,1199 High Street,,,More Than Physio Armadale,,45688,,"<dl>
                        <dt>Monday:</dt>
                <dd>08:00am - 08:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>08:00am - 08:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>08:00am - 08:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>08:00am - 08:00pm</dd>
                                <dt>Friday:</dt>
                <dd>08:00am - 07:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">08:00am - 01:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>08:00am - 12:00pm</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(03) 9824 8868,,
,Practitioner,,,,Female,37710,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"Suite 1 / 391 St Georges Road, Fitzroy North, VIC 3068", Sarina Keam,Female Practitioner,Chinese Medicine,3068,VIC,Suite 1 / 391 St Georges Road,Fitzroy North,Suite 1 / 391 St Georges Road,,,Kundalini House,,41558,,,(03) 9482 4325,,
,Practitioner,,,,Male,66185,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"81 Showground Road, Castle Hill, NSW 2154",Mr Talik Kalra,Male Practitioner,"Acupuncture, Chinese Medicine, Hypnotherapy",2154,NSW,81 Showground Road,Castle Hill,81 Showground Road,,,Sivanna Health,,55947,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:30am - 05:30pm</dd>
                                <dt>Tuesday:</dt>
                <dd>Closed</dd>
                                <dt>Wednesday:</dt>
                <dd>09:30am - 05:30pm</dd>
                                <dt>Thursday:</dt>
                <dd>Closed</dd>
                                <dt>Friday:</dt>
                <dd>09:30am - 05:30pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">Closed</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(02) 9659 7181,,
,Practitioner,,,,Female,51862,https://healthengine.imgix.net/photos/doctors/doc51862-20150629022353.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Chinese Herbal Medicine, Chinese Medicine, Chinese Traditional Medicine, Digestive Conditions, Fertility & Infertility, General Health & Wellbeing, Pain, Preventative Medicine, Stress Management, Women's Health",,"Shop 1 / 131 Somerville Boulevard, Winthrop, WA 6150", Mina Kim,Female Practitioner,Chinese Medicine,6150,WA,Shop 1 / 131 Somerville Boulevard,Winthrop,Winthrop Village Shopping Centre,,,Ping Ming Health Winthrop,,48002,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 06:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(08) 9310 2200,,
,Practitioner,,,,,51860,https://healthengine.imgix.net/photos/doctors/doc51860-20150629020830.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Chinese Herbal Medicine, Chinese Medicine, Fertility & Infertility, Fitness, General Health & Wellbeing, Menopause, Menstrual Disorders, Pregnancy Support, Sports Performance, Sports Rehabilitation, Weight Loss, Women's Health",,"Suite 210 / 580 Hay Street, Perth, WA 6000", Inna Kellner,,Chinese Medicine,6000,WA,Suite 210 / 580 Hay Street,Perth,Suite 210 / 580 Hay Street,,,Ping Ming Health Perth CBD,,46009,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 06:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(08) 6161 8254,,
,Practitioner,,,,Male,51863,https://healthengine.imgix.net/photos/doctors/doc51863-20150629024232.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Acupuncture, Chinese Herbal Medicine, Chinese Medicine, Chronic Fatigue, Digestive Conditions, Fertility & Infertility, General Health & Wellbeing, Insomnia, Massage, Men's Health, Pain, Stress Management, Women's Health",,"Suite B2A / 32 Endeavour Road, Hillarys, WA 6025", Aidan Hurley,Male Practitioner,"Acupuncture, Chinese Medicine",6025,WA,Suite B2A / 32 Endeavour Road,Hillarys,Endeavour Business Centre,,,Ping Ming Health Hillarys,,46010,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 06:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(08) 6406 1226,,
,Practitioner,,,,Female,37738,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"129 Eastern Road, South Melbourne, VIC 3205", Allison Hunt,Female Practitioner,Chinese Medicine,3205,VIC,129 Eastern Road,South Melbourne,129 Eastern Road,,,Wind Water Health,,41591,,,(03) 9690 3013,,
,Practitioner,,,,Male,30170,https://healthengine.imgix.net/photos/doctors/doc30170.?auto=compress&ixlib=php-2.1.0&or=0,"Acupuncture, Children's Health, Chinese Herbal Medicine, Chinese Massage (Tui Na), Cupping Therapy, Difficult & Recurring Illness, Fertility & Infertility, Menopause, Moxibustion",,"Suite 8 / 158 High Street, Fremantle, WA 6160", Wade James,Male Practitioner,Chinese Medicine,6160,WA,Suite 8 / 158 High Street,Fremantle,Suite 8 / 158 High Street,,,Chinawest Clinic,,33358,,,(08) 9335 3111,,
,Practitioner,,,,Male,65872,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"84 Edward Street, Perth, WA 6000",Mr Xiao (Art) Huo,Male Practitioner,Chinese Medicine,6000,WA,84 Edward Street,Perth,84 Edward Street,,,Beijing Acupuncture & Herbal Clinic,,41613,,,(08) 9227 5766,,
,Practitioner,,,,Female,68397,https://healthengine.imgix.net/photos/doctors/doc68397-20171017044519.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Back Pain, Eczema, Hay Fever, Menstrual Disorders, Neck Pain, Shoulder Pain, Skin Doctor, Warts, Weight Loss",,"516 Highbury Road, Glen Waverley, VIC 3150",Dr Hong Huang,Female Practitioner,Chinese Medicine,3150,VIC,516 Highbury Road,Glen Waverley,516 Highbury Road,,,Sparadise Medical & Cosmetic Clinic,,65945,,"<dl>
                        <dt>Monday:</dt>
                <dd>Closed</dd>
                                <dt>Tuesday:</dt>
                <dd>10:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>10:00am - 06:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>10:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>10:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">10:00am - 06:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>10:00am - 06:00pm</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(03) 8822 3068,,
,Practitioner,,,,Male,51855,https://healthengine.imgix.net/photos/doctors/doc51855-20150629011918.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Acute Pain Management, Anxiety, Chinese Herbal Medicine, Chinese Medicine, Chronic Disorders, Depression, Digestive Conditions, Emotional problem, Impotence (Male), Infertility Issues, Insomnia, Pain, Stress Management",,"Suite 4 / 162 Wanneroo Road, Yokine, WA 6060", Salva Gianfreda,Male Practitioner,"Acupuncture, Chinese Medicine",6060,WA,Suite 4 / 162 Wanneroo Road,Yokine,Suite 4 / 162 Wanneroo Road,,,Ping Ming Health Yokine,,33357,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 06:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Public Holidays:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <div></div>
        </dl>",(08) 9345 2668,,
,Practitioner,,,,,37829,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"Level 7 / 50 King Street, Sydney, NSW 2000", Zi Jian Huang,,Chinese Medicine,2000,NSW,Level 7 / 50 King Street,Sydney,Level 7 / 50 King Street,,,City Clinic on King,,33763,,,(02) 9304 5001,,
,Practitioner,,,,Female,39189,https://healthengine.imgix.net/photos/doctors/doc39189-20150731063459.jpg?auto=compress&ixlib=php-2.1.0&or=0,,,"Unit 57 / 76 Newcastle Street, Perth, WA 6000",Ms Xuqiong Fu (Julia),Female Practitioner,"Acupuncture, Chinese Medicine",6000,WA,Unit 57 / 76 Newcastle Street,Perth,Unit 57 / 76 Newcastle Street,,,Baolin Acupuncture & Chinese Medicine Centre,,42886,,"<dl>
                        <dt>Monday:</dt>
                <dd>10:00am - 05:30pm</dd>
                                <dt>Tuesday:</dt>
                <dd>10:00am - 05:30pm</dd>
                                <dt>Wednesday:</dt>
                <dd>10:00am - 05:30pm</dd>
                                <dt>Thursday:</dt>
                <dd>10:00am - 05:30pm</dd>
                                <dt>Friday:</dt>
                <dd>10:00am - 05:30pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">10:00am - 05:30pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(08) 9228 8828,,
,Practitioner,,,,Female,41936,https://healthengine.imgix.net/photos/doctors/doc41936.PNG?auto=compress&ixlib=php-2.1.0&or=0,,,"200 Whatley Cresent, Maylands, WA 6051", Marie Hopkinson,Female Practitioner,Chinese Medicine,6051,WA,200 Whatley Cresent,Maylands,200 Whatley Cresent,,,Metrohealth and Medicine,,47683,,,1300 132 830,,
,Practitioner,,,,Male,38048,https://healthengine.imgix.net/photos/doctors/doc38048.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Acupuncture, Chinese Herbal Medicine",,"282 Richardson Street, Middle Park, VIC 3206", James Fink,Male Practitioner,Chinese Medicine,3206,VIC,282 Richardson Street,Middle Park,282 Richardson Street,,,Vitality Organic Allied Health,,39202,,"<dl>
                        <dt>Monday:</dt>
                <dd>07:00am - 07:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>07:00am - 07:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>07:00am - 07:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>07:00am - 07:00pm</dd>
                                <dt>Friday:</dt>
                <dd>07:00am - 07:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">08:00am - 11:30am</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(03) 9682 8866,,
,Practitioner,,,,,37674,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"473 Brunswick Street, Fitzroy, VIC 3065", Annalise Drok,,Chinese Medicine,3065,VIC,473 Brunswick Street,Fitzroy,473 Brunswick Street,,,Quiescence Chinese Medicine,,41516,,,(03) 9486 4756,,
,Practitioner,,,,Female,53896,https://healthengine.imgix.net/photos/doctors/doc53896-20151027042335.jpg?auto=compress&ixlib=php-2.1.0&or=0,,,"3 / 79 Wheatley Drive, Bull Creek, WA 6149",Dr Helen He,Female Practitioner,Chinese Medicine,6149,WA,3 / 79 Wheatley Drive,Bull Creek,3 / 79 Wheatley Drive,,,TCM Health Care,,60714,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">Closed</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(08) 9332 9925,,
,Practitioner,,,,Female,37743,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,"Acupuncture, Chinese Massage (Tui Na), Cupping Therapy",,"45 Wyong Street, Keilor East, VIC 3033", Anna Drogovoz,Female Practitioner,Chinese Medicine,3033,VIC,45 Wyong Street,Keilor East,45 Wyong Street,,,Natural Harmony Traditional Chinese Medicine,,41594,,,(03) 9336 0317,,
,Practitioner,,,,Male,38271,https://healthengine.imgix.net/photos/doctors/doc38271.jpg?auto=compress&ixlib=php-2.1.0&or=0,Remedial Massage,,"282 Richardson Street, Middle Park, VIC 3206", Juan Deleon,Male Practitioner,Chinese Medicine,3206,VIC,282 Richardson Street,Middle Park,282 Richardson Street,,,Vitality Organic Allied Health,,39202,,"<dl>
                        <dt>Monday:</dt>
                <dd>07:00am - 07:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>07:00am - 07:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>07:00am - 07:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>07:00am - 07:00pm</dd>
                                <dt>Friday:</dt>
                <dd>07:00am - 07:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">08:00am - 11:30am</strong></dd>
                                <dt>Sunday:</dt>
                <dd>Closed</dd>
                                <dt>Public Holidays:</dt>
                <dd>Closed</dd>
                                <div></div>
        </dl>",(03) 9682 8866,,
,Practitioner,,,,,51853,https://healthengine.imgix.net/photos/doctors/doc51853-20150629011110.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Chinese Herbal Medicine, Depression, Digestive Conditions, Insomnia, Joint Stiffness, Massage, Musculoskeletal Pain, Pain, Stress Management, Women's Health",,"Suite 4 / 162 Wanneroo Road, Yokine, WA 6060", Fay Dai,,"Acupuncture, Chinese Medicine, Remedial Therapy",6060,WA,Suite 4 / 162 Wanneroo Road,Yokine,Suite 4 / 162 Wanneroo Road,,,Ping Ming Health Yokine,,33357,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 06:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Public Holidays:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <div></div>
        </dl>",(08) 9345 2668,,
,Practitioner,,,,Female,37708,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"372-376 Albert Street, East Melbourne, VIC 3002", Milly Dabrowski,Female Practitioner,Chinese Medicine,3002,VIC,372-376 Albert Street,East Melbourne,372-376 Albert Street,,,Fertile Ground Health Group,,41557,,,(03) 9419 9988,,
,Practitioner,,,,Female,37672,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"366 Rathdowne Street, Carlton North, VIC 3054", Lucinda Curran,Female Practitioner,Chinese Medicine,3054,VIC,366 Rathdowne Street,Carlton North,366 Rathdowne Street,,,Brighter Paths,,41513,,,(03) 9349 2677,,
,Practitioner,,,,Female,37709,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"Suite 8, level 1 / 517 St Kilda Road, Melbourne, VIC 3004",Dr Christine Cui,Female Practitioner,Chinese Medicine,3004,VIC,"Suite 8, level 1 / 517 St Kilda Road",Melbourne,"Suite 8, level 1 / 517 St Kilda Road",,,Dr. Christine Cui Women's Health Clinic,,46269,,,(03) 9820 8651,,
,Practitioner,,,,,37837,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"64 West Street, North Sydney, NSW 2060", Siegrid Delaney,,Chinese Medicine,2060,NSW,64 West Street,North Sydney,64 West Street,,,West Street Wellbeing,,41691,,,(02) 9922 7874,,
,Practitioner,,,,,37670,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,Acupuncture,,"12 Grandiflora Grove, Bundoora, VIC 3083",Dr Perng Chao,,Chinese Medicine,3083,VIC,12 Grandiflora Grove,Bundoora,12 Grandiflora Grove,,,Lush Grass Chinese Medicine & Acupuncture Healing Centre,,41511,,,(03) 8456 0025,,
,Practitioner,,,,Male,37677,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"126 Russell Street, Melbourne, VIC 3000", Steve Clavey,Male Practitioner,Chinese Medicine,3000,VIC,126 Russell Street,Melbourne,126 Russell Street,,,Apricot Grove,,41519,,,(03) 9654 7181,,
,Practitioner,"Australian Acupuncture and Chinese Medicine Association, Australian Institute of Company Directors","<div class=""description-content practitioner-description"">
    				<h2>Overview</h2>
					<div class=""description-content"">
											<p>As managing director, Jinnan works closely together with Ping to lead, support and inspire our team to do the best work of our lives. Jinnan brings his extensive experience in health informatics and innovation to Ping Ming Health and is responsible for the development of our quality management and evidence-based medicine programmes. He is passionate about the potential of traditional Chinese medicine to provide effective and natural health care that complements both western medicine and our modern lifestyles.</p>
<p>Jinnan holds a double degree in Chinese medicine and human biology with first class honours from RMIT University, Melbourne. He graduated with a perfect GPA of 4.0 and has clinical experience from Ping Ming Health and the Jiangsu Provincial Hospital of TCM in China (a major tertiary hospital which treats over 4 million patients per year). With compassion and attention to detail, Jinnan is experienced in helping with a wide range of health problems including body pain, women’s and men’s health, symptoms of chronic stress such as anxiety, depression, fatigue, headache, insomnia and digestive complaints. He also has a special interest in the management of chronic postoperative pain and recovery from surgery with acupuncture and Chinese herbal medicine. He is a member of AACMA and the Australian Institute of Company Directors (AICD).</p>										</div>
					<a href=""javascript:;"" class=""more-area-btn"">Read more</a>
													<p>Dr Jinnan Cai is a male Acupuncturist and Chinese Medicine Practitioner in Yokine, WA.</p>
								</div>",,Male,51858,https://healthengine.imgix.net/photos/doctors/doc51858-20150629010012.jpg?auto=compress&ixlib=php-2.1.0&or=0,"Acupuncture, Anxiety, Chronic Disorders, Depression, Digestive Conditions, Fatigue, Headaches, Insomnia, Men's Health, Pain, Stress Management, Women's Health",English,"Suite 4 / 162 Wanneroo Road, Yokine, WA 6060",Dr Jinnan Cai,Male Practitioner,"Acupuncture, Chinese Medicine",6060,WA,Suite 4 / 162 Wanneroo Road,Yokine,Suite 4 / 162 Wanneroo Road,,,Ping Ming Health Yokine,,33357,,"<dl>
                        <dt>Monday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Tuesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Wednesday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Thursday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Friday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt><strong style=""font-weight:bold;"">Saturday</strong>:</dt>
                <dd><strong style=""font-weight:bold;"">09:00am - 06:00pm</strong></dd>
                                <dt>Sunday:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <dt>Public Holidays:</dt>
                <dd>09:00am - 06:00pm</dd>
                                <div></div>
        </dl>",(08) 9345 2668,,
,Practitioner,,,,,44511,https://healthengine.imgix.net/photos/doctors/doc44511-20140417044417.png?auto=compress&ixlib=php-2.1.0&or=0,,,"4 Harding Street, Coburg, VIC 3058", Tracey  Byrne,,Chinese Medicine,3058,VIC,4 Harding Street,Coburg,4 Harding Street,,,Almond Wellness Centre,,56029,,,(03) 9386 5068,,
,Practitioner,,,,Female,37833,https://d2g92a8pyizotc.cloudfront.net/images/profile/icon-90px-Profile-Placeholder.svg,,,"154 Forest Road, Hurstville, NSW 2220", Yuling Chen,Female Practitioner,Chinese Medicine,2220,NSW,154 Forest Road,Hurstville,154 Forest Road,,,Hurstville Clinic,,41688,,,0410 159 461,,
,Practitioner,,,,Female,45321,https://healthengine.imgix.net/photos/doctors/doc45321-20140725034354.jpg?auto=compress&ixlib=php-2.1.0&or=0,,,"25 Victoria Parade, Collingwood, VIC 3066",Dr Elise Boyar,Female Practitioner,Chinese Medicine,3066,VIC,25 Victoria Parade,Collingwood,25 Victoria Parade,,,Facing East Chinese Medicine,,56298,,,(03) 9041 8110,,
